ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spend,Customer_Tenure_Days,Total_Children,Total_Purchases,Spend_Per_Purchase,Campaigns_Accepted,Is_Parent,Family_Size,Income_Per_Member,Cluster,Cluster_Name,Education_Enc,Marital_Status_Enc,Engagement_Score,Engagement_Tier
4939,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,68,317,667,0,13,22.642857142857142,0,0,2,18880.0,2,👨‍👩‍👧 Active Parent Shoppers,2,3,0.27827274482282316,❄️ Cold Lead
6565,1949,Master,Married,76995.0,0,1,2013-03-28,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,65,1782,458,1,26,66.0,1,1,3,25665.0,2,👨‍👩‍👧 Active Parent Shoppers,3,1,0.07956399510155683,❄️ Cold Lead
2278,1985,Diploma,Single,33812.0,1,0,2012-11-03,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,29,133,603,1,8,14.777777777777779,0,1,2,16906.0,0,💤 Low Engagers,1,2,0.21266314405981868,❄️ Cold Lead
9360,1982,Graduation,Married,37040.0,0,0,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,32,316,690,0,12,24.307692307692307,0,0,2,18520.0,0,💤 Low Engagers,2,1,0.414379051206235,🌤 Warm Lead
5376,1979,Graduation,Married,2447.0,1,0,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,35,1730,539,1,43,39.31818181818182,0,1,3,815.6666666666666,2,👨‍👩‍👧 Active Parent Shoppers,2,1,0.15480736609683865,❄️ Cold Lead
1993,1949,PhD,Married,58607.0,0,1,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,65,972,553,1,17,54.0,1,1,3,19535.666666666668,2,👨‍👩‍👧 Active Parent Shoppers,4,1,0.15428977009733486,❄️ Cold Lead
4047,1954,PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,60,544,169,1,20,25.904761904761905,0,1,3,21774.666666666668,2,👨‍👩‍👧 Active Parent Shoppers,4,1,0.09870537148638635,❄️ Cold Lead
1409,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,63,444,468,1,20,21.142857142857142,0,1,3,13563.0,2,👨‍👩‍👧 Active Parent Shoppers,2,3,0.11317352609994946,❄️ Cold Lead
7892,1969,Graduation,Single,18589.0,0,0,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,45,75,543,0,8,8.333333333333334,0,0,1,18589.0,0,💤 Low Engagers,2,2,0.07069523868080688,❄️ Cold Lead
2404,1976,Graduation,Married,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,38,257,398,2,14,17.133333333333333,0,1,4,13339.75,0,💤 Low Engagers,2,1,0.35753642429165533,❄️ Cold Lead
5255,1986,Graduation,Single,51381.5,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,28,637,494,1,27,22.75,0,1,2,25690.75,2,👨‍👩‍👧 Active Parent Shoppers,2,2,0.07471989718440955,❄️ Cold Lead
9422,1989,Graduation,Married,38360.0,1,0,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,25,131,394,1,9,13.1,0,1,3,12786.666666666666,0,💤 Low Engagers,2,1,0.13836395548291744,❄️ Cold Lead
1966,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,49,1672,219,0,26,61.925925925925924,1,0,2,42309.0,1,🌟 High-Value Loyalists,4,1,0.05713301908621009,❄️ Cold Lead
6864,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,25,30,38,0,8,3.3333333333333335,0,0,1,10979.0,0,💤 Low Engagers,3,0,0.008614148635791468,❄️ Cold Lead
3033,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,51,318,414,0,11,26.5,0,0,2,19310.0,0,💤 Low Engagers,3,3,0.040058200056915856,❄️ Cold Lead
5710,1970,Graduation,Together,40548.0,0,1,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,44,120,627,1,9,12.0,1,1,3,13516.0,0,💤 Low Engagers,2,3,0.33689931650899096,❄️ Cold Lead
7373,1952,PhD,Divorced,46610.0,0,2,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,62,302,608,2,17,16.77777777777778,0,1,3,15536.666666666666,2,👨‍👩‍👧 Active Parent Shoppers,4,0,0.47882701108324993,🌤 Warm Lead
8755,1946,Master,Married,68657.0,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,68,1196,494,0,18,62.94736842105263,0,0,2,34328.5,1,🌟 High-Value Loyalists,3,1,0.20114122655415512,❄️ Cold Lead
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,63,65,304,2,6,9.285714285714286,0,1,3,16463.0,0,💤 Low Engagers,3,2,0.00848171066092919,❄️ Cold Lead
4339,1970,PhD,Married,67353.0,0,1,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,44,913,180,1,28,31.482758620689655,0,1,3,22451.0,2,👨‍👩‍👧 Active Parent Shoppers,4,1,0.013924708990305562,❄️ Cold Lead
10755,1976,Diploma,Married,23718.0,1,0,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,38,81,300,1,9,8.1,0,1,3,7906.0,0,💤 Low Engagers,1,1,0.07934894631033172,❄️ Cold Lead
8595,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,41,67,138,1,7,8.375,0,1,2,21214.5,0,💤 Low Engagers,2,4,0.010092072060375127,❄️ Cold Lead
2968,1943,PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,71,902,513,0,24,36.08,1,0,1,48948.0,2,👨‍👩‍👧 Active Parent Shoppers,4,0,0.7959075995832419,🔥 Hot Lead
8601,1980,Graduation,Married,80011.0,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,34,1395,426,1,21,63.40909090909091,0,1,3,26670.333333333332,2,👨‍👩‍👧 Active Parent Shoppers,2,1,0.1345004192192157,❄️ Cold Lead
503,1985,Master,Married,20559.0,1,0,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,29,53,474,1,7,6.625,0,1,3,6853.0,0,💤 Low Engagers,3,1,0.050677748772486625,❄️ Cold Lead
8430,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,57,22,552,1,4,4.4,0,1,3,7331.333333333333,0,💤 Low Engagers,2,3,0.07375963596996178,❄️ Cold Lead
7281,1959,PhD,Single,51381.5,0,0,2013-11-05,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,55,186,236,0,9,18.6,0,0,1,51381.5,1,🌟 High-Value Loyalists,4,2,0.03135679144748316,❄️ Cold Lead
2139,1975,Master,Married,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,39,31,270,1,8,3.4444444444444446,0,1,3,2500.0,0,💤 Low Engagers,3,1,0.024169351324551714,❄️ Cold Lead
1371,1976,Graduation,Single,79941.0,0,0,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,38,984,1,0,16,57.88235294117647,0,0,1,79941.0,1,🌟 High-Value Loyalists,2,2,0.023448083752695217,❄️ Cold Lead
9909,1996,Diploma,Married,7500.0,0,0,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,0,1,18,122,597,0,10,11.090909090909092,0,0,2,3750.0,0,💤 Low Engagers,1,1,0.6884359626061617,🌤 Warm Lead
7286,1968,Graduation,Together,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,46,55,401,1,5,9.166666666666666,0,1,3,13909.333333333334,0,💤 Low Engagers,2,3,0.02668619269192785,❄️ Cold Lead
7244,1951,Graduation,Single,51381.5,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,0,63,124,179,3,10,11.272727272727273,0,1,4,12845.375,0,💤 Low Engagers,2,2,0.026894820460666255,❄️ Cold Lead
6566,1954,PhD,Married,72550.0,1,1,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,0,60,1319,598,2,28,45.48275862068966,0,1,4,18137.5,2,👨‍👩‍👧 Active Parent Shoppers,4,1,0.1337708664324544,❄️ Cold Lead
8614,1957,Graduation,Widow,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,57,507,48,1,17,28.166666666666668,0,1,2,32743.0,2,👨‍👩‍👧 Active Parent Shoppers,2,4,0.018316351765018737,❄️ Cold Lead
4114,1964,Master,Married,79143.0,0,0,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,50,1693,687,0,29,56.43333333333333,0,0,2,39571.5,1,🌟 High-Value Loyalists,3,1,0.21159177589584893,❄️ Cold Lead
1331,1977,Graduation,Single,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,37,72,543,1,7,9.0,0,1,2,17895.0,0,💤 Low Engagers,2,2,0.15682486909710897,❄️ Cold Lead
2225,1977,Graduation,Divorced,82582.0,0,0,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,1,37,1617,22,0,21,73.5,2,0,1,82582.0,3,🏆 Champions,2,0,0.8634783434277431,🔥 Hot Lead
9381,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,36,606,382,2,23,25.25,0,1,4,16593.25,2,👨‍👩‍👧 Active Parent Shoppers,2,1,0.007242714504662039,❄️ Cold Lead
6260,1955,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1,59,1957,587,0,27,69.89285714285714,1,0,2,41192.0,1,🌟 High-Value Loyalists,3,3,0.2180049116914221,❄️ Cold Lead
10383,1966,Graduation,Divorced,70287.0,0,0,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,0,1,48,1093,453,0,21,49.68181818181818,0,0,1,70287.0,1,🌟 High-Value Loyalists,2,0,0.7246341020200956,🔥 Hot Lead
7437,1988,Graduation,Single,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,26,29,62,1,6,4.142857142857143,0,1,2,13969.0,0,💤 Low Engagers,2,2,0.010544608206450716,❄️ Cold Lead
8557,1982,Graduation,Single,51381.5,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,32,46,377,1,7,5.75,0,1,2,25690.75,0,💤 Low Engagers,2,2,0.005966097494002306,❄️ Cold Lead
8375,1968,PhD,Married,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,46,518,118,1,19,25.9,0,1,3,18651.333333333332,2,👨‍👩‍👧 Active Parent Shoppers,4,1,0.03682837656764164,❄️ Cold Lead
6853,1982,Master,Single,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1,32,1438,360,0,21,65.36363636363636,2,0,1,75777.0,3,🏆 Champions,3,2,0.8672407720701849,🔥 Hot Lead
3076,1975,Graduation,Together,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,39,612,660,2,22,26.608695652173914,0,1,4,16663.25,2,👨‍👩‍👧 Active Parent Shoppers,2,3,0.06244217707928468,❄️ Cold Lead
1012,1952,Graduation,Single,61823.0,0,1,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,62,884,496,1,24,35.36,0,1,2,30911.5,2,👨‍👩‍👧 Active Parent Shoppers,2,2,0.06460122858197058,❄️ Cold Lead
6518,1951,PhD,Widow,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,63,606,383,1,19,30.3,0,1,2,33840.0,2,👨‍👩‍👧 Active Parent Shoppers,4,4,0.13323060021447863,❄️ Cold Lead
4137,1948,Graduation,Together,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,66,1076,205,0,16,63.294117647058826,0,0,2,35333.0,1,🌟 High-Value Loyalists,2,3,0.04031005311945572,❄️ Cold Lead
8082,1971,Graduation,Married,25721.0,1,0,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,1,43,34,404,1,5,5.666666666666667,0,1,3,8573.666666666666,0,💤 Low Engagers,2,1,0.5464351240999261,🌤 Warm Lead
1386,1967,Graduation,Together,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,47,11,49,2,4,2.2,0,1,4,8118.5,0,💤 Low Engagers,2,3,0.046010503791436605,❄️ Cold Lead
9369,1979,Diploma,Single,88194.0,0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,0,1,35,1274,102,1,32,38.60606060606061,2,1,2,44097.0,3,🏆 Champions,1,2,0.7387927196153236,🔥 Hot Lead
4477,1958,Graduation,Together,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,56,653,275,1,18,34.36842105263158,0,1,3,23032.0,2,👨‍👩‍👧 Active Parent Shoppers,2,3,0.03632454473832074,❄️ Cold Lead
1357,1970,Graduation,Together,74854.0,1,2,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,44,1562,447,3,19,78.1,0,1,5,14970.8,2,👨‍👩‍👧 Active Parent Shoppers,2,3,0.04828194262021366,❄️ Cold Lead
1402,1954,Master,Married,66991.0,0,0,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,0,60,1253,656,0,21,56.95454545454545,0,0,2,33495.5,1,🌟 High-Value Loyalists,3,1,0.30200200572032637,❄️ Cold Lead
10629,1973,Diploma,Married,51381.5,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,41,109,653,1,9,10.9,0,1,3,17127.166666666668,0,💤 Low Engagers,1,1,0.25701731570248093,❄️ Cold Lead
6312,1959,Graduation,Married,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,55,863,469,1,30,27.838709677419356,0,1,3,21677.0,2,👨‍👩‍👧 Active Parent Shoppers,2,1,0.06551332924550576,❄️ Cold Lead
8132,1975,PhD,Married,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,39,661,450,2,24,26.44,1,1,4,15157.75,2,👨‍👩‍👧 Active Parent Shoppers,4,1,0.09214948818975205,❄️ Cold Lead
1050,1952,Graduation,Married,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,62,65,60,0,8,7.222222222222222,0,0,2,14166.0,0,💤 Low Engagers,2,1,0.005438236187811827,❄️ Cold Lead
5846,1977,Graduation,Divorced,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,37,13,557,1,4,2.6,0,1,2,20123.0,0,💤 Low Engagers,2,0,0.03342842390001959,❄️ Cold Lead
1859,1972,Master,Married,75251.0,0,0,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,0,1,42,1890,671,0,19,94.5,0,0,2,37625.5,1,🌟 High-Value Loyalists,3,1,0.7327190094421582,🔥 Hot Lead
7503,1976,Graduation,Single,75825.0,0,0,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1,38,2209,625,0,22,96.04347826086956,1,0,1,75825.0,3,🏆 Champions,2,2,0.7560358538269657,🔥 Hot Lead
10401,1976,Diploma,Together,26326.0,0,0,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,0,38,18,298,0,4,3.6,0,0,2,13163.0,0,💤 Low Engagers,1,3,0.039352564993474,❄️ Cold Lead
1618,1965,Graduation,Together,56046.0,0,0,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,0,1,49,692,543,0,21,31.454545454545453,1,0,2,28023.0,2,👨‍👩‍👧 Active Parent Shoppers,2,3,0.8132568933275377,🔥 Hot Lead
3332,1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,29,165,669,1,12,12.692307692307692,0,1,2,14880.0,0,💤 Low Engagers,2,2,0.252470270928561,❄️ Cold Lead
2261,1969,Graduation,Married,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,45,16,371,1,4,3.2,0,1,3,8768.0,0,💤 Low Engagers,2,1,0.047036749790651075,❄️ Cold Lead
5346,1973,Diploma,Married,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,41,79,361,1,9,7.9,0,1,3,7853.0,0,💤 Low Engagers,1,1,0.021160688047532496,❄️ Cold Lead
4119,1963,Master,Together,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,51,318,414,0,11,26.5,0,0,2,19310.0,0,💤 Low Engagers,3,3,0.040058200056915856,❄️ Cold Lead
535,1987,Graduation,Divorced,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,27,778,124,0,27,27.785714285714285,0,0,1,81361.0,1,🌟 High-Value Loyalists,2,0,0.05788142330379355,❄️ Cold Lead
5268,1960,Graduation,Married,29440.0,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0,54,56,322,2,7,7.0,0,1,4,7360.0,0,💤 Low Engagers,2,1,0.01570205567418408,❄️ Cold Lead
273,1970,Master,Married,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,0,44,151,348,2,13,10.785714285714286,1,1,4,9034.5,0,💤 Low Engagers,3,1,0.2864138758771027,❄️ Cold Lead
4452,1957,Graduation,Single,50388.0,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0,1,57,372,32,1,17,20.666666666666668,2,1,2,25194.0,2,👨‍👩‍👧 Active Parent Shoppers,2,2,0.6429533278707035,🌤 Warm Lead
8504,1973,Graduation,Married,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,41,1366,48,0,19,68.3,1,0,2,39796.5,1,🌟 High-Value Loyalists,2,1,0.031402706564298846,❄️ Cold Lead
771,1967,Graduation,Together,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,47,194,159,1,10,17.636363636363637,0,1,3,18059.333333333332,0,💤 Low Engagers,2,3,0.003933559910025508,❄️ Cold Lead
8996,1957,PhD,Married,51381.5,2,1,2012-11-19,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,57,603,587,3,29,20.1,0,1,5,10276.3,2,👨‍👩‍👧 Active Parent Shoppers,4,1,0.24380046795583482,❄️ Cold Lead
9235,1957,Graduation,Single,51381.5,1,1,2014-05-27,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,57,18,33,2,4,3.6,0,1,3,17127.166666666668,0,💤 Low Engagers,2,2,0.0017330850567862067,❄️ Cold Lead
5798,1973,Master,Together,51381.5,0,0,2013-11-23,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,41,985,218,0,15,61.5625,0,0,2,25690.75,1,🌟 High-Value Loyalists,3,3,0.009318585121728111,❄️ Cold Lead
11178,1972,Master,Single,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,42,32,98,1,5,5.333333333333333,0,1,2,21197.0,0,💤 Low Engagers,3,2,0.0022781715088902514,❄️ Cold Lead
2230,1970,PhD,Married,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,44,43,36,1,10,3.909090909090909,0,1,3,7875.333333333333,0,💤 Low Engagers,4,1,0.01338264718656483,❄️ Cold Lead
7516,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,31,45,38,1,6,6.428571428571429,0,1,3,10032.0,0,💤 Low Engagers,2,1,0.006966586138603762,❄️ Cold Lead
7247,1960,Graduation,Widow,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,54,606,584,1,22,26.347826086956523,1,1,2,23958.0,2,👨‍👩‍👧 Active Parent Shoppers,2,4,0.28100856776781613,❄️ Cold Lead
11100,1972,Graduation,Divorced,51813.0,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,42,63,444,2,7,7.875,0,1,3,17271.0,0,💤 Low Engagers,2,0,0.04340153336420385,❄️ Cold Lead
